,PTT,dive_num,argos_date,lat_argos,lon_argos,gps_date,lat_gps,lon_gps,depth,obs_temp,FVCOM_temp,doppio_temp,espresso_temp
3481,149443,103,2016-09-30 20:00:00,38.58751102272676,-74.15152602272688,2016-09-30 22:39:13,38.58751102272676,-74.15152602272688,2,20.08,21.680132,,21.58720588684082
3482,149443,103,2016-09-30 20:00:00,38.58751102272676,-74.15152602272688,2016-09-30 22:39:13,38.58751102272676,-74.15152602272688,5,19.82,21.660484,,21.509082794189453
3483,149443,103,2016-09-30 20:00:00,38.58751102272676,-74.15152602272688,2016-09-30 22:39:13,38.58751102272676,-74.15152602272688,28,19.367,21.641964,,20.54006576538086
3484,149443,103,2016-09-30 20:00:00,38.58751102272676,-74.15152602272688,2016-09-30 22:39:13,38.58751102272676,-74.15152602272688,29,19.234,21.658152,,20.33599853515625
3485,149443,103,2016-09-30 20:00:00,38.58751102272676,-74.15152602272688,2016-09-30 22:39:13,38.58751102272676,-74.15152602272688,33,19.203,21.708256,,15.614262580871582
3486,149443,103,2016-09-30 20:00:00,38.58751102272676,-74.15152602272688,2016-09-30 22:39:13,38.58751102272676,-74.15152602272688,37,18.98,21.73121,,15.335205078125
3487,149443,103,2016-09-30 20:00:00,38.58751102272676,-74.15152602272688,2016-09-30 22:39:13,38.58751102272676,-74.15152602272688,46,19.125999999999998,21.750704,,15.306259155273438
3488,149443,103,2016-09-30 20:00:00,38.58751102272676,-74.15152602272688,2016-09-30 22:39:13,38.58751102272676,-74.15152602272688,49,19.125999999999998,21.750704,,15.300427436828613
3489,149443,103,2016-09-30 20:00:00,38.58751102272676,-74.15152602272688,2016-09-30 22:39:13,38.58751102272676,-74.15152602272688,51,18.983,21.750704,,15.300427436828613
3490,149443,103,2016-09-30 20:00:00,38.58751102272676,-74.15152602272688,2016-09-30 22:39:13,38.58751102272676,-74.15152602272688,55,19.027,21.750704,,15.300427436828613
3491,149443,104,2016-10-01 16:00:00,38.33147690556139,-74.194103769299,2016-10-01 15:47:01,38.33147690556139,-74.194103769299,2,19.58,21.848867,,21.892839431762695
3492,149443,104,2016-10-01 16:00:00,38.33147690556139,-74.194103769299,2016-10-01 15:47:01,38.33147690556139,-74.194103769299,3,19.451,21.6461,,21.886796951293945
3493,149443,104,2016-10-01 16:00:00,38.33147690556139,-74.194103769299,2016-10-01 15:47:01,38.33147690556139,-74.194103769299,19,19.524,20.656483,,20.969074249267578
3494,149443,104,2016-10-01 16:00:00,38.33147690556139,-74.194103769299,2016-10-01 15:47:01,38.33147690556139,-74.194103769299,21,19.230999999999998,20.565302,,20.976327896118164
